close_value,cv_diff_value,cv_diff_rate,cv_ma3_value,cv_ma4_value,cv_ma5_value,cv_ma3_rate,cv_ma4_rate,cv_ma5_rate,ud_3d,ud_4d,ud_5d,cv3d_diff_rate,cv4d_diff_rate,cv5d_diff_rate,cv_diff_rate_rate,Skhynix_cv_diff_value,samsung_cv_diff_value,kosdaq_diff_rate
1955,5,0.256410256,1958,1958,1958,-0.255536627,-0.127632419,0,0,0,0,0.005128205,-0.005076142,-0.002544529,0.256410256,-700,3000,0.75
1950,0,0,1958,1958,1958,-0.254885302,-0.06377551,-0.152983172,0,0,0,-0.007614213,-0.005089059,0,1.015228426,-800,32000,-0.1
1950,-20,-1.015228426,1961,1961,1961,-0.084889643,-0.190961171,-0.10188487,0,0,0,-0.007633588,-0.002557545,-0.007633588,-1.269681352,1300,12000,1
1970,5,0.254452926,1963,1963,1963,0.084961767,0.127469726,0.101988781,0,0,0,-0.002557545,-0.007633588,-0.005102041,-0.257056025,-400,-39000,-0.68
1965,10,0.511508951,1961,1961,1961,0.085034014,0.06377551,0,0,0,0,0.002544529,0.005102041,0.005102041,1.020414803,-400,10000,0.61
1955,-10,-0.508905852,1961,1961,1961,-0.084961767,-0.127388535,0,0,0,0,0.00255102,0.00255102,0,-0.764007893,500,15000,0.94
1965,5,0.255102041,1961,1961,1961,0,0.12755102,0.102092905,0,0,0,-0.00255102,-0.005089059,0,0.255102041,100,14000,1.32
1960,0,0,1959,1959,1959,0.085034014,0.063816209,-0.101988781,0,0,0,0,0.00511509,0.00511509,0.254452926,1200,-15000,-0.75
1960,-5,-0.254452926,1961,1961,1961,0.085106383,-0.127469726,0.153217569,0,0,0,0.002557545,0.002557545,-0.005076142,-0.765961877,1050,-15000,1.38
1965,10,0.511508951,1958,1958,1958,-0.085034014,0.255591054,0.358790364,0,0,0,0.002557545,-0.005076142,0.007712082,0.511508951,-200,-33000,0.24
1955,0,0,1951,1951,1951,0.170357751,0.320512821,0.256937307,0,0,0,-0.002538071,0.010282776,0.018134715,0.76142132,1100,-5000,-1.09
1955,-15,-0.76142132,1946,1946,1946,0.427715997,0.321543408,0.257599176,0,0,0,0.005141388,0.012953368,0.012953368,-2.046768364,-50,33000,-0.78
1970,25,1.285347044,1941,1941,1941,0.689061154,0.517129929,0.51786639,0,0,0,0.012953368,0.012953368,0.012953368,0.508144971,850,-25000,-0.65
1945,15,0.777202073,1931,1931,1931,0.259067358,0.324254215,0.15560166,0,0,0,0.020725389,0.020725389,0.026041667,0.777202073,-2400,28000,0.31
1930,0,0,1928,1928,1928,0.173010381,0,0,0,0,0,0.007772021,0.013020833,0.007772021,0,350,22000,0.15
1930,0,0,1928,1928,1928,0,0,-0.051840332,0,0,0,0.005208333,0,0,-0.520833333,-1500,2000,-0.2
1930,10,0.520833333,1929,1929,1929,0,-0.064808814,-0.051813472,0,0,0,0,0,-0.002583979,1.038968048,-700,38000,-0.47
1920,-10,-0.518134715,1930,1930,1930,-0.258843831,-0.194049159,-0.155199172,0,0,0,0,-0.002583979,-0.002583979,-0.518134715,1800,21000,0.76
1930,0,0,1933,1933,1933,-0.086206897,-0.064641241,-0.051706308,-1,-1,-1,-0.007751938,-0.007751938,-0.007751938,0.258397933,1200,-1000,0.7
1930,-5,-0.258397933,1934,1934,1934,-0.086132644,-0.064599483,-0.051679587,-1,-1,-1,-0.002583979,-0.002583979,-0.002583979,-0.258397933,0,0,0.43
1935,0,0,1935,1935,1935,0,0,0.051706308,-1,-1,-1,-0.002583979,-0.002583979,-0.002583979,0,-800,0,0.15
1935,0,0,1934,1934,1934,0,0.064641241,0.051733057,-1,-1,0,0,0,0.002590674,0,-550,6000,0.27
1935,0,0,1933,1933,1933,0.086206897,0.064683053,0.051759834,-1,0,0,0,0.002590674,0.002590674,0,2250,23000,2.45
1935,0,0,1932,1932,1932,0.086281277,0.064724919,0,0,0,0,0.002590674,0.002590674,0.002590674,-0.259067358,-600,-5000,-1.83
1935,5,0.259067358,1932,1932,1932,0.086355786,0,0,0,0,0,0.002590674,0.002590674,0,0.259067358,1000,64000,-0.34
1930,0,0,1932,1932,1932,-0.086281277,-0.064683053,0.051786639,0,0,0,0.002590674,0,0,0,700,19000,-0.29
1930,0,0,1931,1931,1931,-0.086206897,0.064724919,-0.051759834,-1,-1,0,-0.002583979,-0.002583979,0.002597403,0.258397933,-1500,-8000,-0.08
1930,-5,-0.258397933,1932,1932,1932,0.086281277,-0.064683053,0,-1,0,0,-0.002583979,0.002597403,-0.002583979,-0.258397933,-2700,-48000,-0.59
1935,0,0,1932,1932,1932,0,0.064724919,0.051786639,0,0,0,0.002597403,-0.002583979,0,-0.519480519,-400,-6000,-1.11
1935,10,0.519480519,1931,1931,1931,0.086355786,0.064766839,0.103680664,0,0,0,0,0.002590674,0.002590674,1.036276385,-300,18000,0.18
1925,-10,-0.516795866,1929,1929,1929,-0.086281277,0,-0.051813472,0,0,0,0.002590674,0.002590674,0.005194805,-0.775863224,1000,14000,-0.46
1935,5,0.259067358,1930,1930,1930,0.172860847,0.064808814,0.051840332,0,0,0,-0.002590674,0,-0.002590674,0.259067358,-500,40000,0.36
1930,0,0,1929,1929,1929,0,0,0.103788272,0,0,0,0.005194805,0.002590674,0.002590674,-0.25974026,800,-8000,0.42
1930,5,0.25974026,1927,1927,1927,0,0.129785853,0.05192108,0,0,0,0,0,0.005208333,0.518807618,1700,15000,1.17
1925,-5,-0.259067358,1926,1926,1926,0.08650519,0,-0.051894136,0,0,0,0,0.005208333,0.002597403,-0.259067358,-550,7000,0.36
1930,0,0,1927,1927,1927,0.086580087,0,0,0,0,0,0.002604167,0,-0.002590674,-0.520833333,-2250,-19000,-0.64
1930,10,0.520833333,1927,1927,1927,0,0,0,0,0,0,0.002597403,0,0,0.780573593,700,-20000,-0.61
1920,-5,-0.25974026,1927,1927,1927,-0.172860847,-0.129617628,-0.207146556,0,0,0,0,0,0,-0.000672902,-2700,-2000,-0.33
1925,-5,-0.259067358,1931,1931,1931,-0.086355786,-0.194049159,-0.103466115,-1,-1,-1,-0.005181347,-0.005181347,-0.010309278,-0.259067358,-1900,0,0.47
1930,0,0,1933,1933,1933,-0.172413793,-0.064641241,-0.051706308,-1,-1,0,-0.002590674,-0.007731959,-0.005167959,0,1300,-21000,0.81
1930,0,0,1934,1934,1934,-0.086132644,-0.064599483,-0.103305785,-1,0,0,-0.005154639,-0.002583979,-0.002583979,0.515463918,-400,-37000,-1.29
1930,-10,-0.515463918,1936,1936,1936,-0.08605852,-0.129032258,-0.103199174,0,0,0,-0.002583979,-0.002583979,-0.005154639,-0.773861851,0,5000,-0.44
1940,5,0.258397933,1938,1938,1938,0,0,0,0,0,0,-0.002583979,-0.005154639,-0.005154639,0.258397933,900,5000,-0.23
1935,0,0,1938,1938,1938,-0.085984523,-0.064474533,0,0,0,0,0,0,0,0.257731959,-1200,12000,-1.54
1935,-5,-0.257731959,1938,1938,1938,-0.085910653,0,-0.051572976,-1,-1,0,-0.00257732,-0.00257732,0,-0.257731959,300,-17000,0.38
1940,0,0,1939,1939,1939,0.085984523,0,0,-1,0,0,-0.00257732,0,-0.00257732,0,400,-22000,-0.39
1940,0,0,1939,1939,1939,0,0,0,0,0,0,0.002583979,0,0,-0.258397933,1600,25000,0.99
1940,5,0.258397933,1939,1939,1939,0,0,0,0,0,0,0,0,0,0.516129892,100,62000,0.37
1935,-5,-0.257731959,1939,1939,1939,-0.085910653,-0.06443299,-0.051546392,0,0,0,0,0,0,-0.257731959,800,5000,-0.04
1940,0,0,1940,1940,1940,0,0,0,-1,-1,-1,-0.00257732,-0.00257732,-0.00257732,0,1650,43000,-0.39
1940,0,0,1940,1940,1940,0,0,0,-1,-1,-1,0,0,0,0,-450,-14000,-0.68
1940,0,0,1940,1940,1940,0,0,0,-1,-1,0,0,0,0,0,750,27000,0.59
1940,0,0,1940,1940,1940,0,0,0,-1,0,0,0,0,0,0,-450,-1000,1.26
1940,0,0,1940,1940,1940,0,0,0,0,0,0,0,0,0,0,0,15000,-0.67
1940,0,0,1940,1940,1940,0,0,0,0,0,0,0,0,0,0,-1000,-40000,-1.51
